Project_ID,Task_ID,Phase,Material_Cost,Labor_Cost,Material_Supply_Risk,Supplier_Reliability,Delay_Days,Weather_Risk,Change_Orders,Project_Completed,Final_Cost
1455,47,Planning,34683.3214877634,26219.083844486162,0.7605124584502116,0.9018267958740772,6,0.20325209986325038,0,0,63902.40533224956
1461,23,Planning,12272.891507864215,10131.203653635204,0.015296825199216473,0.8011800688162679,24,0.5294873172020947,0,0,34404.09516149942
1726,16,Finishing,16497.20050950221,21315.308895242903,0.011319345537432426,0.7538799344320287,13,0.8492561744566713,0,1,44312.50940474511
1251,31,Finishing,47598.70793898232,17609.29269257096,0.38053875439170176,0.7844051865561524,29,0.346681697340959,2,1,83708.00063155328
1701,11,Finishing,30208.201626871036,39190.50842571154,0.15052746261067468,0.8372725996751296,23,0.7956329350873746,0,1,80898.71005258258
1295,16,Planning,38782.827814970624,49796.7797995199,0.028018419308565336,0.8426157566066447,15,0.7112764692631035,3,0,102079.60761449052
1724,8,Planning,30109.133245218793,23850.52556451253,0.4647853556164146,0.9349000694041606,14,0.2982499543255255,0,0,60959.65880973132
1719,4,Finishing,29863.112665222634,71038.71123786716,0.9342006594588321,0.9250459688294538,11,0.12907259865299398,4,1,114401.8239030898
1748,40,Landscaping,9236.835955656406,10434.338399552706,0.3273431834043828,0.8370453413668405,8,0.1814778121139062,1,0,25671.174355209114
1337,4,Landscaping,20464.843667409637,60199.565985747286,0.6579178648601226,0.9537002047296315,7,0.6827951470779522,4,0,92164.40965315692
1878,25,Foundation,17709.390440893025,50638.31001947875,0.6491906460697919,0.7342711415774187,17,0.2597357904325174,2,1,80847.70046037177
1052,3,Structure,22582.776452612597,34281.06206809932,0.2560585015918644,0.7766060050686704,22,0.397016736404315,0,0,67863.83852071193
1791,32,Landscaping,40925.48847009477,13281.781386806515,0.647416743847387,0.9483929390506755,17,0.5013593328051399,0,1,62707.26985690129
1921,3,Planning,21736.970056258917,50786.627165978156,0.21808729480115344,0.8133982115878459,12,0.6803745347601302,3,1,84523.59722223708
1216,27,Landscaping,25326.35686542572,35064.878336267124,0.12956726530535126,0.9943544676381526,27,0.1905849786073003,0,0,73891.23520169285
1763,29,Foundation,22882.162571839242,70857.36406185925,0.6973556198484963,0.8398759844583505,26,0.4250931242219692,4,0,114739.5266336985
1187,32,Foundation,9203.358738888302,45229.35486783479,0.1211720007618384,0.9375806868891292,17,0.4880583273141563,2,1,66932.71360672309
1379,19,Structure,24848.24712128527,71077.34823407803,0.9869710342175683,0.8206921124147115,14,0.5326616511772317,1,0,104925.5953553633
1492,21,Landscaping,13802.417287003176,24331.440075764767,0.18978335312722475,0.8274860557187291,3,0.7546885131161734,0,1,39633.85736276794
1040,5,Planning,13402.548309786866,57172.18417366671,0.5922590255013284,0.814864944185255,16,0.23734255603457355,1,0,80574.73248345358
1156,18,Planning,9231.624699541986,50121.18635516717,0.4131470799843376,0.9157226861532435,4,0.7462651614612978,0,0,61352.81105470916
1014,28,Finishing,21050.19383637941,58061.53493903527,0.13385869395755376,0.8642553652179983,21,0.6543027421573218,2,0,93611.72877541468
1812,42,Planning,39086.68481552378,23953.41115821489,0.03728702942586513,0.9831334334105107,15,0.5446966513591674,4,1,78540.09597373867
1064,22,Structure,17439.876076252825,53224.643555455295,0.6202776366469767,0.7752670949602314,8,0.6596222963220575,2,0,78664.51963170813
1856,21,Structure,19055.70958484811,42372.62554869648,0.8006224125133435,0.7301688196250332,9,0.42961419116132515,1,1,67928.33513354459
1838,6,Planning,33920.35959525906,58283.62336891056,0.8351753482766091,0.8179784455297645,23,0.21071806877449967,0,1,103703.98296416961
1520,1,Planning,13812.83656641135,31257.901869868154,0.4830592036153958,0.8850138122940328,17,0.6326121922122938,1,1,55570.738436279506
1343,5,Finishing,45363.10686905905,67853.70665524142,0.7719063578387378,0.9582396810746485,16,0.5197378453484979,4,0,129216.81352430047
1128,41,Planning,28408.57354631995,15479.585449737773,0.6693901908187738,0.8038590660040983,17,0.6114998404342205,2,1,56388.158996057726
1647,12,Finishing,25142.132314409762,62467.30572142723,0.7197694369491505,0.8961360253373385,6,0.3703990248227921,1,1,92609.438035837
1471,26,Finishing,30101.908636814063,65985.7756779809,0.49274702511737783,0.8050596043069657,3,0.8254932618718688,1,0,99587.68431479495
1062,46,Planning,12471.544103728796,63121.40023884338,0.6307435054372845,0.8851658748983374,25,0.5698958948604615,4,1,96092.94434257218
1138,34,Foundation,32606.291238762933,43327.215627015445,0.7994153953045359,0.9654423841091953,4,0.16832198743269905,0,1,77933.50686577838
1498,49,Foundation,21339.53314853047,38495.02370199948,0.3999264920458826,0.7694072926778227,27,0.459843192563543,1,0,75334.55685052995
1592,14,Finishing,45373.38534340785,74757.04862411699,0.7998593228502321,0.8212724926321118,22,0.7050848437949074,4,1,139130.43396752485
1391,26,Planning,12598.439300495877,24896.176828920536,0.5901765059332816,0.997979558928924,15,0.7353076493858179,0,0,44994.61612941641
1674,45,Foundation,27817.299673944846,45546.9377819429,0.17258300388337053,0.9605671084748382,2,0.4956776422110071,0,1,74364.23745588775
1418,27,Planning,31915.06832160581,53593.90914985116,0.034190474080092924,0.8693919573688605,25,0.8157980566650409,2,1,102008.97747145698
1288,9,Planning,6502.262080387155,55556.39633099308,0.36549852839116903,0.8549882775562826,17,0.3141347497554381,4,0,78558.65841138022
1378,26,Planning,21366.19061402631,23261.603273007615,0.545762401730413,0.7853801146914042,28,0.4284789577906133,0,1,58627.79388703393
1772,47,Landscaping,37968.585561537475,52509.61600208708,0.8330239451594186,0.8551628283080588,22,0.818877528455176,2,1,105478.20156362455
1489,22,Planning,41916.9878352038,63194.02182128692,0.13493596653744128,0.9544544494839842,20,0.8170053731772632,3,1,121111.00965649073
1230,47,Landscaping,19092.289766777707,13251.207493372294,0.7942022207299075,0.9055523539833341,13,0.6485702150597448,4,0,46843.497260150005
1040,30,Finishing,40936.69725722381,69248.88406614558,0.8557488651458824,0.787013208453396,14,0.7871844376977761,3,0,123185.58132336938
1027,43,Foundation,48549.014469652495,11917.763584438386,0.15767373726081713,0.7604391763160598,16,0.17101861356498615,0,0,68466.77805409089
1134,48,Foundation,43559.32712337923,33138.11711174563,0.8445624329181346,0.7795625610990486,0,0.791995980966221,4,0,84697.44423512486
1200,17,Foundation,10293.979467169633,11027.857755142535,0.9816244964859362,0.7509277604178479,24,0.3564959252401815,2,0,37321.83722231217
1839,26,Foundation,38287.86494384933,15014.435955072822,0.7223020544272728,0.7286922088071147,20,0.24266520994257307,0,1,63302.300898922156
1779,36,Foundation,19385.007459824512,69225.93853670514,0.7790742881884882,0.8257408523326164,16,0.2914958690736371,4,0,104610.94599652966
1929,1,Foundation,49478.71952354344,33065.95399849961,0.984526962207696,0.7339898813194803,22,0.4343748064111097,4,0,101544.67352204304
1032,8,Foundation,26841.15424219492,37610.14947762844,0.6033716255154264,0.7515737673181313,24,0.3009536036835738,3,0,82451.30371982337
1047,49,Finishing,10509.525426152346,23997.384789865922,0.3117286543759244,0.8641974053018457,10,0.3564540688131993,0,1,39506.91021601827
1502,35,Planning,37633.34966123258,48811.225062136786,0.8307802173945346,0.7493797821098723,16,0.2079827888573137,2,1,98444.57472336937
1406,15,Structure,19535.50392737962,48662.208954056325,0.6121960619613986,0.7191639302292708,25,0.33694141244719883,2,0,84697.71288143595
1573,47,Landscaping,49868.51706867477,34193.02546863925,0.5795715152465374,0.7952166550083655,13,0.5578270516336009,0,1,90561.54253731403
1727,22,Structure,49090.21060345349,31647.266667350894,0.2585628444037575,0.7660957295865902,28,0.45348296647285113,0,1,94737.47727080437
1804,14,Structure,34526.03081092613,67522.68003173821,0.7512075841912289,0.854591556398313,19,0.377375008988729,1,1,113548.71084266435
1098,26,Planning,10842.19020282729,34913.47557674309,0.09003393034289432,0.7307101253749627,29,0.6971617030856911,3,1,66255.66577957038
1683,28,Planning,35908.74489537631,42077.56449003654,0.915801329378768,0.9255312363048934,18,0.8148079771146544,0,0,86986.30938541284
1871,23,Planning,9186.371890701224,28414.80955762049,0.32930699155507503,0.9718700558305415,20,0.7054313783219176,0,0,47601.18144832172
1725,14,Foundation,6321.387159607654,61140.017718213276,0.13521915973419066,0.9230305521868583,6,0.36560056169414334,1,1,72461.40487782093
1986,24,Finishing,42033.130079966875,35834.13019844095,0.4435192024403704,0.8598481112204183,23,0.695553734270043,1,1,91367.26027840783
1546,2,Foundation,14438.882645765661,43384.718025381095,0.051620511071402496,0.9582003465366655,12,0.22158414597924098,4,1,71823.60067114676
1960,45,Finishing,22056.220679859383,26468.21605387799,0.680933670379667,0.9084755139344523,17,0.20425439047303273,2,1,61024.43673373737
1738,26,Finishing,48805.58254892779,74197.87350218136,0.8946514002364491,0.7031653367350569,22,0.3765016296289272,3,0,140003.45605110915
1612,14,Structure,20157.822583749647,28947.223160041987,0.8305177469957385,0.8182270458323508,29,0.7461618952352457,4,1,71605.04574379163
1942,7,Structure,18342.040157749187,60098.264508860855,0.13482208397892345,0.9552855698220399,13,0.2970785977938415,0,0,84940.30466661004
1461,3,Finishing,46319.359983024886,37787.21727318935,0.13374571436557722,0.8037576573925808,0,0.15060272711894368,1,1,86106.57725621424
1642,47,Finishing,9983.680039353116,23404.131330469092,0.8071657926777788,0.710564552057657,6,0.20536762816508408,2,0,40387.81136982221
1768,23,Foundation,39181.208455158434,61981.71965771598,0.9157691891110536,0.9238538915656817,7,0.7869959748236641,4,1,112662.92811287442
1004,46,Foundation,49462.95049937483,31684.441286887806,0.46145643323681934,0.9406114810848606,17,0.6070266277978301,2,0,93647.39178626263
1217,43,Structure,45558.3204848592,66237.56758085772,0.49899169457549064,0.7481781085129925,8,0.30256093069598133,1,0,117795.88806571692
1502,47,Planning,34325.05634178917,69491.7170196585,0.3218968005580114,0.8612021490529543,0,0.5442366602625451,4,0,111816.77336144767
1766,45,Finishing,19132.73577467294,65888.54930043293,0.8863798158912857,0.7575866316987176,28,0.5220636979402803,4,1,107021.28507510587
1397,18,Foundation,16444.489153024253,12275.514462442366,0.6420048471865089,0.915770325713244,21,0.624348782752529,2,0,43220.003615466616
1870,38,Structure,41866.47971921575,61179.26742533186,0.2924865456240211,0.7814651365532457,16,0.2865500435372931,1,1,113045.74714454761
1794,35,Foundation,44591.98612782629,36737.06532244435,0.3028072136331666,0.794864536768999,18,0.7915223897555181,0,0,90329.05145027064
1392,15,Finishing,28644.571064556178,66791.98981184463,0.8833760716023303,0.9534912560920303,26,0.3474948496640103,4,0,116436.5608764008
1206,25,Finishing,15995.297335390977,51467.02707450802,0.023361343427705038,0.8428967056620713,5,0.6553053231809896,0,1,69962.324409899
1014,37,Landscaping,10082.444378502809,64186.803719357296,0.32627204127210563,0.9009263353654744,2,0.11289971709777191,1,0,77269.24809786011
1857,28,Planning,8923.076052432403,42463.06504134429,0.5532695475920417,0.8207119152167403,23,0.39812570391531776,4,1,70886.14109377669
1553,10,Landscaping,37358.4851309235,44776.65779893063,0.15525311285733814,0.7894020571581266,4,0.3813678543670467,4,1,92135.14292985413
1891,39,Structure,23905.342753147623,19385.196088688368,0.100256779115598,0.8876434181273984,1,0.5347875428664116,0,1,43790.538841835994
1460,17,Foundation,45741.19434250417,60959.1783148081,0.8089708044687488,0.7464572722236463,19,0.1581890094217572,3,1,122200.37265731227
1690,39,Structure,38285.20853270437,37260.324758353156,0.8865163008755371,0.8118999506700588,24,0.7321050989808867,0,0,87545.53329105752
1574,22,Finishing,13606.718806156401,42505.20768765287,0.8171342923822257,0.7627111112157766,3,0.27422464141405484,0,0,57611.926493809275
1863,26,Landscaping,32619.983846706455,61031.351416221,0.8908121319426008,0.9087384900822236,9,0.6416302519056082,3,1,104151.33526292746
1742,44,Landscaping,24597.745447917172,48924.95100516354,0.552049731637204,0.9832626515038323,9,0.7425696985952746,1,0,80022.69645308072
1240,25,Landscaping,30976.23788458759,23071.417283773386,0.806012958570535,0.9986532904047599,23,0.5495015649932106,1,0,67547.65516836097
1563,17,Structure,38213.11055023327,48365.12284480803,0.38636178562327844,0.8350830431324772,20,0.6927065653775883,4,1,104578.2333950413
1095,13,Finishing,41278.81464517058,36496.135768677625,0.6629425042494577,0.7757591168909334,10,0.6294882497720045,2,0,86774.95041384822
1899,20,Foundation,42968.17968830259,40519.16023285107,0.9790588207613812,0.8328488111152972,26,0.38442383772160615,2,1,100487.33992115366
1733,25,Foundation,16428.869355741113,11840.232836173405,0.23121316936234487,0.9541808229888171,15,0.7470868312268523,4,0,43769.10219191452
1484,4,Structure,6400.2019962810955,23651.907718558305,0.392101751365259,0.7618017035656119,25,0.3357610959084224,2,0,46552.109714839404
1406,10,Landscaping,38268.26308241479,28267.475289766837,0.4804464297638839,0.9856286954958771,28,0.5569703342012138,0,1,80535.73837218163
1230,3,Planning,9785.467681509857,56342.40051082237,0.1452551772796507,0.8025597306394453,28,0.6963181913132316,0,0,80127.86819233223
1748,41,Structure,19171.381487583545,10747.010764377495,0.08941783825575564,0.9957410978350915,29,0.4031647278500061,3,0,50418.39225196104
1654,45,Structure,5171.7710355956215,36570.52197989359,0.8231284089951919,0.9515826662601887,16,0.34221408609394005,3,1,55742.29301548921
